10us,Module,Name,DemangledName,Type,RawType,Size,DefaultValues,Comment,IsReadOnly
0x875250,,?texMat@?1??_rpD3D9VertexShaderSetEnvMatrix@@9@9,`_rpD3D9VertexShaderSetEnvMatrix'::`2'::texMat,RwMatrixTag,,64,,,1
0x8753D0,,_D3D9IdentityMatrix,_D3D9IdentityMatrix,,,1,,,1
0x875410,,_g_Targets,_g_Targets,,,1,,,1
0x875700,,_g_PerlinG,_g_PerlinG,,,1,,,1
0x8847A0,,_IdentityMatrix,_IdentityMatrix,,,1,,,1
0x8848F0,,__RwD3D9ShadeModeConvTable,__RwD3D9ShadeModeConvTable,int[3],,12,,,1
0x8848FC,,__RwD3D9FogConvTable,__RwD3D9FogConvTable,int[4],,16,,,1
0x88490C,,__RwD3D9BlendConvTable,__RwD3D9BlendConvTable,int[12],,48,,,1
0x88493C,,__RwD3D9AddressConvTable,__RwD3D9AddressConvTable,int[5],,20,,,1
0x884950,,__RwD3D9FilterModeConvTable,__RwD3D9FilterModeConvTable,_rwFilterParams[8],,64,,,1
0x884990,,__RwD3D9CullModeConvTable,__RwD3D9CullModeConvTable,int[4],,16,,,1
0x8849A0,,__RwD3D9StencilOpConvTable,__RwD3D9StencilOpConvTable,int[9],,36,,,1
0x8849C4,,__RwD3D9CmpFuncConvTable,__RwD3D9CmpFuncConvTable,int[9],,36,,,1
0x884F6A,,_nullString,_nullString,,,1,,,1
0x88513C,,g_PrimTypesRwToD3D9Table,g_PrimTypesRwToD3D9Table,int[6],,24,,,1
0x8852F0,,bumpMapPS,bumpMapPS,,,1,,,1
0x885350,,envMapPS,envMapPS,,,1,,,1
0x8853A0,,envMapNoBaseTexturePS,envMapNoBaseTexturePS,,,1,,,1
0x8853E0,,bumpEnvMapPS,bumpEnvMapPS,,,1,,,1
0x885468,,bumpModulatedEnvMapPS,bumpModulatedEnvMapPS,,,1,,,1
0x885518,,bumpModulatedEnvMapNoAlphaPS,bumpModulatedEnvMapNoAlphaPS,,,1,,,1
0x885608,,in2,in2,RwMatrixTag,,64,,,1
0x88584C,,DIMouseDataFormat,DIMouseDataFormat,,,1,,,1
0x885A54,,_c_dfDIJoystick2,_c_dfDIJoystick2,const DIDATAFORMAT,,24,,,1
0x887D68,,_vmt_length_error,_vmt_length_error,,,1,,,1
0x888078,,ExceptionInfo,ExceptionInfo,struct _EXCEPTION_POINTERS,,8,,,1
0x88BE7C,,SrcStr,SrcStr,const WCHAR,,2,0,,1
0x88C3F8,,__wctype,__wctype,const unsigned __int16,,4,0,,1
0x8A1EE4,,d3d9.dll_import_table,d3d9_dll_import_table,,,1,,Attributes,1
0x8A1F04,,DINPUT8.dll_import_table,DINPUT8_dll_import_table,,,1,,Attributes,1
0x8A1F24,,DSOUND.dll_import_table,DSOUND_dll_import_table,,,1,,Attributes,1
0x8A1F44,,DDRAW.dll_import_table,DDRAW_dll_import_table,,,1,,Attributes,1
0x8A1F84,,DDRAW.dll_dint,DDRAW_dll_dint,,,1,,DDRAW.dll delayed import name table,1
0x8A1F8C,,DINPUT8.dll_dint,DINPUT8_dll_dint,,,1,,DINPUT8.dll delayed import name table,1
0x8A1F94,,DSOUND.dll_dint,DSOUND_dll_dint,,,1,,DSOUND.dll delayed import name table,1
0x8A1F9C,,d3d9.dll_dint,d3d9_dll_dint,,,1,,d3d9.dll delayed import name table,1
0x8A1FE4,,d3d9.dll_dbiat,d3d9_dll_dbiat,,,1,,d3d9.dll bound delayed import address table,1
0x8A1FEC,,DINPUT8.dll_dbiat,DINPUT8_dll_dbiat,,,1,,DINPUT8.dll bound delayed import address table,1
0x8A1FF4,,DSOUND.dll_dbiat,DSOUND_dll_dbiat,,,1,,DSOUND.dll bound delayed import address table,1
0x8A1FFC,,DDRAW.dll_dbiat,DDRAW_dll_dbiat,,,1,,DDRAW.dll bound delayed import address table,1
0x8A4000,,___xc_a,___xc_a,void (__cdecl *[1695])(),,6780,,,0
0x8A5A80,,_ZN10CStreaming18ms_memoryAvailableE,CStreaming::ms_memoryAvailable,_DWORD,,4,,,0
0x8A5A84,,_ZN10CStreaming24desiredNumVehiclesLoadedE,CStreaming::desiredNumVehiclesLoaded,,,1,,,0
0x8A5AA0,,_ZN10CStreaming14copModelByTownE,CStreaming::copModelByTown,int[4],,16,,,0
0x8A5AB4,,_ambulanceByTown,_ambulanceByTown,signed int,,16,,,0
0x8A5AC4,,_medicModelsByTown,_medicModelsByTown,signed int,,16,,,0
0x8A5AD4,,_firetruckModelsByTown,_firetruckModelsByTown,signed int,,16,,,0
0x8A5AE4,,_firemanModelsByTown,_firemanModelsByTown,int[4],,16,,,0
0x8A5B10,,gLimitPrecisionOfBinarySearch,gLimitPrecisionOfBinarySearch,float,,4,,,0
0x8A5B14,,_ZN10CCollision23bCamCollideWithVehiclesE,CCollision::bCamCollideWithVehicles,,,1,,,0
0x8A5B15,,_ZN10CCollision22bCamCollideWithObjectsE,CCollision::bCamCollideWithObjects,,,1,,,0
0x8A5B17,,_ZN10CCollision19bCamCollideWithPedsE,CCollision::bCamCollideWithPeds,,,1,,,0
0x8A5B18,,_ZN10CCollision29relVelCamCollisionVehiclesSqrE,CCollision::relVelCamCollisionVehiclesSqr,,,1,,,0
0x8A5B20,,_ZN8CCarCtrl20CarDensityMultiplierE,CCarCtrl::CarDensityMultiplier,,,1,,,0
0x8A5B24,,_ZN8CCarCtrl20MaxNumberOfCarsInUseE,CCarCtrl::MaxNumberOfCarsInUse,,,1,,,0
0x8A5B28,,_ZN8CCarCtrl34bAllowEmergencyServicesToBeCreatedE,CCarCtrl::bAllowEmergencyServicesToBeCreated,,,1,,,0
0x8A5B58,CCheat,_ZN6CCheat17m_aCheatFunctionsE,CCheat::m_aCheatFunctions,void (__cdecl *[92])(),,368,,,0
0x8A5CC8,,_ZN6CCheat16m_aCheatHashKeysE,CCheat::m_aCheatHashKeys,,,1,,,0
0x8A5E40,,num,num,float,,4,,,0
0x8A5E48,,_keepStuffAfterWasted,_keepStuffAfterWasted,,,1,,,0
0x8A5E49,,_keepStuffAfterBusted,_keepStuffAfterBusted,,,1,,,0
0x8A5E4A,,_ZN10CGameLogic20bLimitPlayerDistanceE,CGameLogic::bLimitPlayerDistance,,,1,,,0
0x8A5E4C,,_unk2playerDistanceLimit,_unk2playerDistanceLimit,,,1,,,0
0x8A5E50,,_ZN10CGameLogic18n2PlayerPedInFocusE,CGameLogic::n2PlayerPedInFocus,,,1,,,0
0x8A5F40,,_ZN9CGangWars19ZoneInfoForTrainingE,CGangWars::ZoneInfoForTraining,,,1,,,0
0x8A5F44,,EmptyNodeAddress,EmptyNodeAddress,CNodeAddress,,4,,,0
0x8A5F48,,_ZN8CPickups18DisplayHelpMessageE,CPickups::DisplayHelpMessage,,,1,,,0
0x8A5F50,,AmmoForWeapon_OnStreet,AmmoForWeapon_OnStreet,unsigned __int16[48],,96,,,0
0x8A6160,,_ZN7CReplay14bReplayEnabledE,CReplay::bReplayEnabled,,,1,,,0
0x8A6168,,_opcodeHandlerTable,_opcodeHandlerTable,,,1,,,0
0x8A6204,,_itemPriceMultiplyerByTown,_itemPriceMultiplyerByTown,,,1,,,0
0x8A6214,,traflight_colorRedTable,traflight_colorRedTable,char[4],,4,,,0
0x8A6218,,traflight_colorGreenTable,traflight_colorGreenTable,char[4],,4,,,0
0x8A6230,,g_blendFunctions,g_blendFunctions,int[11],,44,,,0
0x8A6260,,factor,factor,float,,4,,,0
0x8A6268,,_ZN13CPedModelInfo9m_pPedIdsE,CPedModelInfo::m_pPedIds,RwObjectNameIdAssocation[13],,156,,,0
0x8A6308,,_ZN13CPedModelInfo15m_pColNodeInfosE,CPedModelInfo::m_pColNodeInfos,,,1,,,0
0x8A6458,,_ZN17CVehicleModelInfo13ms_compsToUseE,CVehicleModelInfo::ms_compsToUse,,,1,,,0
0x8A645C,,vehlighton_Ambient,vehlighton_Ambient,,,1,,,0
0x8A6460,,vehlighton_Specular,vehlighton_Specular,,,1,,,0
0x8A6464,,vehlighton_Diffuse,vehlighton_Diffuse,,,1,,,0
0x8A6468,,carIds,carIds,,,1,,,0
0x8A6750,,planeIds,planeIds,,,1,,,0
0x8A6978,,heliIds,heliIds,RwObjectNameIdAssocation,,504,,,0
0x8A6B80,,mtruckIds,mtruckIds,,,1,,,0
0x8A6D90,,quadIds,quadIds,,,1,,,0
0x8A6F80,,boatIds,boatIds,,,1,,,0
0x8A7068,,trainIds,trainIds,,,1,,,0
0x8A71B8,,fheliIds,fheliIds,,,1,,,0
0x8A7218,,fplaneIds,fplaneIds,,,1,,,0
0x8A7270,,bikeIds,bikeIds,,,1,,,0
0x8A73D0,,bmxIds,bmxIds,,,1,,,0
0x8A7530,,trailerIds,trailerIds,,,1,,,0
0x8A7740,,_ZN17CVehicleModelInfo15ms_vehicleDescsE,CVehicleModelInfo::ms_vehicleDescs,RwObjectNameIdAssocation *[12],,48,,,0
0x8A7770,,wheelIds,wheelIds,int[4],,16,,,0
0x8A7780,,EnvMapDefault,EnvMapDefault,,,1,,,0
0x8A7788,,aStdAnimDescs,aStdAnimDescs,,,1,,,0
0x8AA5A8,,_ZN12CAnimManager24ms_aAnimAssocDefinitionsE,CAnimManager::ms_aAnimAssocDefinitions,CAnimationStyleDescriptor[118],,5664,,,0
0x8AC158,,_ZN12CCutsceneMgr21ms_useCutsceneShadowsE,CCutsceneMgr::ms_useCutsceneShadows,,,1,,,0
0x8AC15C,,AEAmbienceTrackManager,AEAmbienceTrackManager,,,1,,,0
0x8AC258,,f_0_707,f_0_707,,,1,,,0
0x8AC25C,,f_m0_707,f_m0_707,,,1,,,0
0x8AC260,,f_m6,f_m6,,,1,,,0
0x8AC268,,f_0_5,f_0_5,,,1,,,0
0x8AD670,,gAudioZoneToReverbEnvironmentMap,gAudioZoneToReverbEnvironmentMap,tAudioEnvironment[68],,544,,,0
0x8AE554,,AECutsceneTrackManager,AECutsceneTrackManager,,,1,,,0
0x8AE598,,?soundSpeed,?soundSpeed,float[5],,20,,,0
0x8AE5AC,,gfRocketFrequencyVariations,gfRocketFrequencyVariations,float[3],,12,,,0
0x8AE5E8,,volume,volume,float,,4,,,0
0x8C6A68,,gSpeechContextLookup,gSpeechContextLookup,,,1,,,0
0x8C8108,,_voiceTypes,_voiceTypes,,,1,,,0
0x8C9010,,gRadioNumMusicTracksPerStation,gRadioNumMusicTracksPerStation,int[12],,48,,,0
0x8C9040,,gRadioMusicTracks,gRadioMusicTracks,,,1,,,0
0x8CB6F8,,AERadioTrackManager,AERadioTrackManager,CAERadioTrackManager,,880,,,0
0x8CBB28,,_audioFileTypes,_audioFileTypes,char[],,96,,,0
0x8CBCFC,,f_2.5,f_2_5,float,,4,,,0
0x8CBD50,,f_1.5,f_1_5,,,1,,,0
0x8CBD74,,g_BoatHitWaveMinVolume,g_BoatHitWaveMinVolume,,,1,,,0
0x8CBD78,,g_BoatHitWaveMaxVolume,g_BoatHitWaveMaxVolume,,,1,,,0
0x8CBD7C,,g_BoatHitWaveAudioWaitTime,g_BoatHitWaveAudioWaitTime,,,1,,,0
0x8CBD94,,CONST_DELAY_FOR_RAIN_DROP_SOUND,CONST_DELAY_FOR_RAIN_DROP_SOUND,,,1,,,0
0x8CC29C,,gfWeaponPlaneFrequencyVariations,gfWeaponPlaneFrequencyVariations,float[],,4,,,0
0x8CC300,,gfThunderFrequencyVariations,gfThunderFrequencyVariations,float[3],,12,,,0
0x8CC30C,,_ZN21CAEWeatherAudioEntity14m_sfRainVolumeE,CAEWeatherAudioEntity::m_sfRainVolume,float,,4,,,0
0x8CC380,,gPlayerPedVisible,gPlayerPedVisible,,,1,,,0
0x8CC381,,gbCineyCamMessageDisplayed,gbCineyCamMessageDisplayed,,,1,,,0
0x8CC384,,gCameraDirection,gCameraDirection,,,1,,,0
0x8CC408,,ZOOM_THREE_DISTANCE,ZOOM_THREE_DISTANCE,int[5],,20,,,0
0x8CC41C,,ZmOneAlphaOffset,ZmOneAlphaOffset,float[5],,20,,,0
0x8CC430,,ZmTwoAlphaOffset,ZmTwoAlphaOffset,float[5],,20,,,0
0x8CC444,,ZmThreeAlphaOffset,ZmThreeAlphaOffset,float[5],,20,,,0
0x8CC458,,INIT_SYPHON_GROUND_DIST,INIT_SYPHON_GROUND_DIST,,,1,,,0
0x8CC46C,,MAX_ANGLE_BEFORE_AIMWEAPON_JUMPCUT,MAX_ANGLE_BEFORE_AIMWEAPON_JUMPCUT,,,1,,,0
0x8CC4A4,,FFFFFFFFFFFFFfflt_8CC4A4,FFFFFFFFFFFFFfflt_8CC4A4,,,1,,,0
0x8CC4A8,,AIMWEAPON_FREETARGET_SENS,AIMWEAPON_FREETARGET_SENS,,,1,,,0
0x8CC4AC,,AIMWEAPON_DRIVE_SENS_MULT,AIMWEAPON_DRIVE_SENS_MULT,,,1,,,0
0x8CC4B0,,AIMWEAPON_DRIVE_CLOSE_ENOUGH,AIMWEAPON_DRIVE_CLOSE_ENOUGH,,,1,,,0
0x8CC4B4,,AIMWEAPON_RIFLE1_ZOOM,AIMWEAPON_RIFLE1_ZOOM,float,,4,,,0
0x8CC4B8,,AIMWEAPON_RIFLE2_ZOOM,AIMWEAPON_RIFLE2_ZOOM,float,,4,,,0
0x8CC4C0,,AIMWEAPON_SETTINGS,AIMWEAPON_SETTINGS,tAimingCamData[4],,112,,,0
0x8CC600,,CARCAM_SET,CARCAM_SET,tVehicleCamParametersSet[7],,420,,,0
0x8CC7A4,,a1,a1,long double,,8,,,0
0x8CCB80,,gCurCamColVars,gCurCamColVars,,,1,,,0
0x8CCB90,,gRadiusScalarForLengthToVehicle,gRadiusScalarForLengthToVehicle,,,1,,,0
0x8CCB9C,,gLastFrameProcessedDWCineyCam,gLastFrameProcessedDWCineyCam,,,1,,,0
0x8CCC3C,,in,in,CVector,,12,,,0
0x8CCC58,,this,this,RwMatrixTag *,,4,,,0
0x8CCD2C,,b,b,float,,4,,,0
0x8CCF24,CClock,_ZN6CClock11daysInMonthE,CClock::daysInMonth,const unsigned __int8[12],,12,"{31, 29, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31}",,0
0x8CD060,,gfLaRiotsLightMult,gfLaRiotsLightMult,,,1,,,0
0x8CD068,,_ZN7CKeyGen8keyTableE,CKeyGen::keyTable,,,1,,,0
0x8CD4F4,,_miTrafficlight1,_miTrafficlight1,__int16,,2,,,0
0x8CD4F8,,_miMTraffic4,_miMTraffic4,__int16,,2,,,0
0x8CD4FC,,_miMTraffic1,_miMTraffic1,__int16,,2,,,0
0x8CD500,,_miVgsstriplights1,_miVgsstriplights1,__int16,,2,,,0
0x8CD504,,_miMtraffic2,_miMtraffic2,__int16,,2,,,0
0x8CD508,,_miCjTrafficLight3,_miCjTrafficLight3,__int16,,2,,,0
0x8CD50C,,_miCjTrafficLight4,_miCjTrafficLight4,__int16,,2,,,0
0x8CD510,,_miCjTrafficLight5,_miCjTrafficLight5,__int16,,2,,,0
0x8CD514,,_miGayTrafficLight,_miGayTrafficLight,__int16,,2,,,0
0x8CD518,,_miLamppost1,_miLamppost1,__int16,,2,,,0
0x8CD51C,,_miLamppost2,_miLamppost2,__int16,,2,,,0
0x8CD520,,_miLamppost3,_miLamppost3,__int16,,2,,,0
0x8CD524,,_miDoublestreetlight1,_miDoublestreetlight1,__int16,,2,,,0
0x8CD528,,_miStreetlamp1,_miStreetlamp1,__int16,,2,,,0
0x8CD52C,,_miStreetlamp2,_miStreetlamp2,__int16,,2,,,0
0x8CD530,,_miDocCraneCab0,_miDocCraneCab0,__int16,,2,,,0
0x8CD534,,_miDocCraneCab01,_miDocCraneCab01,__int16,,2,,,0
0x8CD538,,_miDocCraneCab02,_miDocCraneCab02,__int16,,2,,,0
0x8CD53C,,_miDocCraneCab03,_miDocCraneCab03,__int16,,2,,,0
0x8CD540,,MODELID_CRANE_5,MODELID_CRANE_5,__int16,,2,,,0
0x8CD544,,MODELID_CRANE_6,MODELID_CRANE_6,__int16,,2,,,0
0x8CD548,,_miParkingmeter,_miParkingmeter,__int16,,2,,,0
0x8CD54C,,_miParkingmeterG,_miParkingmeterG,__int16,,2,,,0
0x8CD550,,_miMallFans,_miMallFans,__int16,,2,,,0
0x8CD554,,_miHtlFanRotateNt,_miHtlFanRotateNt,__int16,,2,,,0
0x8CD558,,_miHtlFanRotateDy,_miHtlFanRotateDy,__int16,,2,,,0
0x8CD55C,,_miHotroomfan,_miHotroomfan,__int16,,2,,,0
0x8CD560,,MI_PHONEBOOTH1,MI_PHONEBOOTH1,__int16,,2,,,0
0x8CD564,,_miWastebin,_miWastebin,__int16,,2,,,0
0x8CD568,,_miBin1,_miBin1,__int16,,2,,,0
0x8CD56C,,_miPostbox1,_miPostbox1,__int16,,2,,,0
0x8CD570,,_miNewsstand1,_miNewsstand1,__int16,,2,,,0
0x8CD574,,_miTrafficcone,_miTrafficcone,__int16,,2,,,0
0x8CD578,,_miDump1,_miDump1,__int16,,2,,,0
0x8CD57C,,_miDynRoadbarrier6,_miDynRoadbarrier6,__int16,,2,,,0
0x8CD580,,_miLaFuckcar1,_miLaFuckcar1,__int16,,2,,,0
0x8CD584,,_miLaFuckcar2,_miLaFuckcar2,__int16,,2,,,0
0x8CD588,,_miBussign1,_miBussign1,__int16,,2,,,0
0x8CD58C,,MI_NOPARKINGSIGN1,MI_NOPARKINGSIGN1,__int16,,2,,,0
0x8CD590,,MI_PHONESIGN,MI_PHONESIGN,__int16,,2,,,0
0x8CD594,,MI_FIRE_HYDRANT,MI_FIRE_HYDRANT,__int16,,2,,,0
0x8CD598,,MI_COLLECTABLE1,MI_COLLECTABLE1,__int16,,2,,,0
0x8CD59C,,MI_MONEY,MI_MONEY,__int16,,2,,,0
0x8CD5A0,,MI_CARMINE,MI_CARMINE,__int16,,2,,,0
0x8CD5A4,,MI_NAUTICALMINE,MI_NAUTICALMINE,__int16,,2,,,0
0x8CD5A8,,MI_TELLY,MI_TELLY,__int16,,2,,,0
0x8CD5AC,,MI_BRIEFCASE,MI_BRIEFCASE,__int16,,2,,,0
0x8CD5B0,,_miWgalsssmash,_miWgalsssmash,__int16,,2,,,0
0x8CD5B4,,_miGlassfxComposh,_miGlassfxComposh,__int16,,2,,,0
0x8CD5BC,,_miAdrenaline,_miAdrenaline,__int16,,2,,,0
0x8CD5C0,,_miBodyarmor,_miBodyarmor,__int16,,2,,,0
0x8CD5C4,,_miInfo,_miInfo,__int16,,2,,,0
0x8CD5C8,,_miHealth,_miHealth,__int16,,2,,,0
0x8CD5CC,,_miBonus,_miBonus,__int16,,2,,,0
0x8CD5D0,,_miBribe,_miBribe,__int16,,2,,,0
0x8CD5D4,,_miKillfrenzy,_miKillfrenzy,__int16,,2,,,0
0x8CD5D8,,_miCamerapickup,_miCamerapickup,__int16,,2,,,0
0x8CD5DC,,_miGunPara,_miGunPara,__int16,,2,,,0
0x8CD5E0,,_miBigdollar,_miBigdollar,__int16,,2,,,0
0x8CD5E4,,_miPickupsave,_miPickupsave,__int16,,2,,,0
0x8CD5E8,,_miPropertyLocked,_miPropertyLocked,__int16,,2,,,0
0x8CD5EC,,_miPropertyFsale,_miPropertyFsale,__int16,,2,,,0
0x8CD5F0,,_miClosesp,_miClosesp,__int16,,2,,,0
0x8CD5F4,,_miKillfrenzy2plyr,_miKillfrenzy2plyr,__int16,,2,,,0
0x8CD5F8,,_mi2player,_mi2player,__int16,,2,,,0
0x8CD5FC,,_miBollardlight,_miBollardlight,__int16,,2,,,0
0x8CD600,,_miBarBarrier10,_miBarBarrier10,__int16,,2,,,0
0x8CD604,,_miBarBarrier12,_miBarBarrier12,__int16,,2,,,0
0x8CD608,,_miBouy,_miBouy,__int16,,2,,,0
0x8CD60C,,_miParktable1,_miParktable1,__int16,,2,,,0
0x8CD610,,_miLamppost1_1,_miLamppost1_1,__int16,,2,,,0
0x8CD614,,_miMlamppost,_miMlamppost,__int16,,2,,,0
0x8CD618,,_miRoadworkbarrier,_miRoadworkbarrier,__int16,,2,,,0
0x8CD61C,,_miLittlehaPolice,_miLittlehaPolice,__int16,,2,,,0
0x8CD620,,_miTelgrphpole02,_miTelgrphpole02,__int16,,2,,,0
0x8CD624,,_miTrafficlight1_0,_miTrafficlight1_0,__int16,,2,,,0
0x8CD628,,_miParkbench1,_miParkbench1,__int16,,2,,,0
0x8CD62C,,_miOdLightbeam,_miOdLightbeam,__int16,,2,,,0
0x8CD630,,_miApRadar101,_miApRadar101,__int16,,2,,,0
0x8CD634,,_miRcbomb,_miRcbomb,__int16,,2,,,0
0x8CD638,,_meBeachball,_meBeachball,__int16,,2,,,0
0x8CD63C,,_miSandcastle1,_miSandcastle1,__int16,,2,,,0
0x8CD640,,_miSandcastle2,_miSandcastle2,__int16,,2,,,0
0x8CD644,,_miJellyfish,_miJellyfish,__int16,,2,,,0
0x8CD648,,_miJellyfish01,_miJellyfish01,__int16,,2,,,0
0x8CD64C,,_miFish1single,_miFish1single,__int16,,2,,,0
0x8CD650,,_miFish1s,_miFish1s,__int16,,2,,,0
0x8CD654,,_miFish2single,_miFish2single,__int16,,2,,,0
0x8CD658,,_miFish2s,_miFish2s,__int16,,2,,,0
0x8CD65C,,_miFish3single,_miFish3single,__int16,,2,,,0
0x8CD660,,_miFish3s,_miFish3s,__int16,,2,,,0
0x8CD664,,_miTurtle,_miTurtle,__int16,,2,,,0
0x8CD668,,_miDolphin,_miDolphin,__int16,,2,,,0
0x8CD66C,,_miShark,_miShark,__int16,,2,,,0
0x8CD670,,_miSubmarine,_miSubmarine,__int16,,2,,,0
0x8CD674,,_miEscStep,_miEscStep,__int16,,2,,,0
0x8CD678,,_miEscStep8,_miEscStep8,__int16,,2,,,0
0x8CD67C,,_miLoungeWoodUp,_miLoungeWoodUp,__int16,,2,,,0
0x8CD680,,_miLoungeTowelUp,_miLoungeTowelUp,__int16,,2,,,0
0x8CD684,,_miLoungeWoodDn,_miLoungeWoodDn,__int16,,2,,,0
0x8CD688,,_miLotion,_miLotion,__int16,,2,,,0
0x8CD68C,,_miBeachtowel01,_miBeachtowel01,__int16,,2,,,0
0x8CD690,,_miBeachtowel02,_miBeachtowel02,__int16,,2,,,0
0x8CD694,,_miBeachtowel03,_miBeachtowel03,__int16,,2,,,0
0x8CD698,,_miBeachtowel04,_miBeachtowel04,__int16,,2,,,0
0x8CD69C,,_miBlimpNight,_miBlimpNight,__int16,,2,,,0
0x8CD6A0,,_miBlimpDay,_miBlimpDay,__int16,,2,,,0
0x8CD6A4,,_miYtMainBody,_miYtMainBody,__int16,,2,,,0
0x8CD6A8,,_miYtMainBody2,_miYtMainBody2,__int16,,2,,,0
0x8CD6AC,,_miMilSamsite,_miMilSamsite,__int16,,2,,,0
0x8CD6B0,,_miMilSamsiteSFXRF,_miMilSamsiteSFXRF,__int16,,2,,,0
0x8CD6B4,,_miTraincross2,_miTraincross2,__int16,,2,,,0
0x8CD6B8,,_miTraincross1,_miTraincross1,__int16,,2,,,0
0x8CD6BC,,_miMagnoCrane03,_miMagnoCrane03,__int16,,2,,,0
0x8CD6C0,,_miTwrCraneM02,_miTwrCraneM02,__int16,,2,,,0
0x8CD6C4,,_miQuarryCranearm,_miQuarryCranearm,__int16,,2,,,0
0x8CD6C8,,_miKmbContainerRed,_miKmbContainerRed,__int16,,2,,,0
0x8CD6CC,,_miKmbContainerYel,_miKmbContainerYel,__int16,,2,,,0
0x8CD6D0,,_miKmbContainerBlue,_miKmbContainerBlue,__int16,,2,,,0
0x8CD6D4,,_miBarrel4,_miBarrel4,__int16,,2,,,0
0x8CD6D8,,_miKmbContainerOpen,_miKmbContainerOpen,__int16,,2,,,0
0x8CD6DC,,_miBlockpallet,_miBlockpallet,__int16,,2,,,0
0x8CD6E0,,_miMagnocrane5SFS,_miMagnocrane5SFS,__int16,,2,,,0
0x8CD6E4,,_miKmbDeadarm,_miKmbDeadarm,__int16,,2,,,0
0x8CD6E8,,_miKmbDeadleg,_miKmbDeadleg,__int16,,2,,,0
0x8CD6EC,,_miKmbDeadhead,_miKmbDeadhead,__int16,,2,,,0
0x8CD6F0,,_miKmbDeadtorso,_miKmbDeadtorso,__int16,,2,,,0
0x8CD6F4,,_miGrasshouse,_miGrasshouse,__int16,,2,,,0
0x8CD6F8,,_miGrassplant,_miGrassplant,__int16,,2,,,0
0x8CD6FC,,_miCjPlayerHarness,_miCjPlayerHarness,__int16,,2,,,0
0x8CD700,,_miIndusMagnet,_miIndusMagnet,__int16,,2,,,0
0x8CD704,,_miDynQuarryrock01,_miDynQuarryrock01,__int16,,2,,,0
0x8CD708,,_miDynQuarryrock02,_miDynQuarryrock02,__int16,,2,,,0
0x8CD70C,,_miDynQuarryrock03,_miDynQuarryrock03,__int16,,2,,,0
0x8CD710,,_miKmbAtm3,_miKmbAtm3,__int16,,2,,,0
0x8CD714,,_miDeadTiedCop,_miDeadTiedCop,__int16,,2,,,0
0x8CD718,,_miBonyrdwindsock,_miBonyrdwindsock,__int16,,2,,,0
0x8CD71C,,_mimDynWrekingBall,_mimDynWrekingBall,__int16,,2,,,0
0x8CD720,,_miBomb,_miBomb,__int16,,2,,,0
0x8CD724,,_miWongDish,_miWongDish,__int16,,2,,,0
0x8CD728,,_miCjBearBottle,_miCjBearBottle,__int16,,2,,,0
0x8CD72C,,_miCjCiggy,_miCjCiggy,__int16,,2,,,0
0x8CD740,,_miMiniMagnet,_miMiniMagnet,__int16,,2,,,0
0x8CD744,,_miAbCarcass,_miAbCarcass,__int16,,2,,,0
0x8CD748,,_miImySmashWall,_miImySmashWall,__int16,,2,,,0
0x8CD74C,,_miParaPack,_miParaPack,__int16,,2,,,0
0x8CD750,,_miCjOyster,_miCjOyster,__int16,,2,,,0
0x8CD754,,_miCjHorseShoe,_miCjHorseShoe,__int16,,2,,,0
0x8CD758,,MI_OFFROAD_WHEEL,MI_OFFROAD_WHEEL,__int16,,2,,,0
0x8CD75C,,_miFlare,_miFlare,__int16,,2,,,0
0x8CD760,,MI_NITRO_BOTTLE_SMALL,MI_NITRO_BOTTLE_SMALL,__int16,,2,,,0
0x8CD764,,_miNtoBL,_miNtoBL,__int16,,2,,,0
0x8CD768,,_miNtoBTw,_miNtoBTw,__int16,,2,,,0
0x8CD76C,,MI_HYDRAULICS,MI_HYDRAULICS,__int16,,2,,,0
0x8CD770,,MI_STEREO_UPGRADE,MI_STEREO_UPGRADE,__int16,,2,,,0
0x8CD774,,_miBballCol,_miBballCol,__int16,,2,,,0
0x8CD778,,_miKPoolballcue,_miKPoolballcue,__int16,,2,,,0
0x8CD77C,,_miPunchbagnu,_miPunchbagnu,__int16,,2,,,0
0x8CD780,,_miImyBbox,_miImyBbox,__int16,,2,,,0
0x8CD800,,_ZN9CRenderer15ms_lodDistScaleE,CRenderer::ms_lodDistScale,,,1,,,0
0x8CD804,,_ZN9CRenderer18ms_lowLodDistScaleE,CRenderer::ms_lowLodDistScale,,,1,,,0
0x8CD818,,___indices,___indices,unsigned __int16[64],,128,,,0
0x8CDE56,,_ZN6CStats16bShowUpdateStatsE,CStats::bShowUpdateStats,,,1,,,0
0x8CDECC,,timeCycleStartHours,timeCycleStartHours,char[],,9,,,0
0x8CDED8,,timeCycleStartMinutes,timeCycleStartMinutes,char[],,8,,,0
0x8CDEE4,,_ZN7CWanted18MaximumWantedLevelE,CWanted::MaximumWantedLevel,,,1,,,0
0x8CDEE8,,_ZN7CWanted19nMaximumWantedLevelE,CWanted::nMaximumWantedLevel,,,1,,,0
0x8CDEF0,,TAG_SPRAYING_INCREMENT_VAL,TAG_SPRAYING_INCREMENT_VAL,,,1,,,0
0x8CDEF4,,_ZN6CWorld15SnookerTableMaxE,CWorld::SnookerTableMax,CVector,,12,,,0
0x8CDF00,,_ZN6CWorld15SnookerTableMinE,CWorld::SnookerTableMin,CVector,,12,,,0
